 TITLE = "Solid temperature field"
 VARIABLES = "x" "y" "z" "Ts"
 ZONE I=          20  J=          10  K=           1  DATAPACKING=POINT
    2.0000000000E-01    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    6.0000000000E-01    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    1.0000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    1.4000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    1.8000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    2.2000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    2.6000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    3.0000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    3.4000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    3.8000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    4.2000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    4.6000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    5.0000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    5.4000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    5.8000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    6.2000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    6.6000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    7.0000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    7.4000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    7.8000000000E+00    5.0000000000E-02    5.0000000000E-01    3.0000000000E+02
    2.0000000000E-01    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    6.0000000000E-01    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.0000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.4000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.8000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    2.2000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    2.6000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    3.0000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    3.4000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    3.8000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    4.2000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    4.6000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    5.0000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    5.4000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    5.8000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    6.2000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    6.6000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    7.0000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    7.4000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    7.8000000000E+00    1.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    2.0000000000E-01    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    6.0000000000E-01    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.0000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.4000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.8000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    2.2000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    2.6000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    3.0000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    3.4000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    3.8000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    4.2000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    4.6000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    5.0000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    5.4000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    5.8000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    6.2000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    6.6000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    7.0000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    7.4000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    7.8000000000E+00    2.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    2.0000000000E-01    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    6.0000000000E-01    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.0000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.4000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.8000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    2.2000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    2.6000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    3.0000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    3.4000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    3.8000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    4.2000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    4.6000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    5.0000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    5.4000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    5.8000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    6.2000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    6.6000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    7.0000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    7.4000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    7.8000000000E+00    3.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    2.0000000000E-01    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    6.0000000000E-01    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.0000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.4000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.8000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    2.2000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    2.6000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    3.0000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    3.4000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    3.8000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    4.2000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    4.6000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    5.0000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    5.4000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    5.8000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    6.2000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    6.6000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    7.0000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    7.4000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    7.8000000000E+00    4.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    2.0000000000E-01    5.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    6.0000000000E-01    5.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.0000000000E+00    5.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.4000000000E+00    5.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    1.8000000000E+00    5.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    2.2000000000E+00    5.5000000000E-01    5.0000000000E-01    3.0000000000E+02
    2.6000000000E+00    5.5000000000E-01    5.0000000000E-01    3.0000000000E+02
